Grade,Subject,Sub-Domain,Learning Outcome,Indicator
Grade 6,Science,Physical Sciences,"6-5-2-5-1Understanding the concept of electric charge, explaining the attraction and repulsion of charged bodies, and comparing electrical circuits connected in series and in parallel.","1. Defining magnets, identifying and naming their poles, and explain how magnets are formed."
Grade 6,Science,Physical Sciences,"6-5-2-5-1Understanding the concept of electric charge, explaining the attraction and repulsion of charged bodies, and comparing electrical circuits connected in series and in parallel.",2. Explaining how electric current flows in electrical circuits.
Grade 6,Science,Physical Sciences,"6-5-2-5-1Understanding the concept of electric charge, explaining the attraction and repulsion of charged bodies, and comparing electrical circuits connected in series and in parallel.",3. Comparing electrical circuits connected in series and parallel theoretically and by drawing.
Grade 9,English,Reading Comprehension,"9.2.1.1.2 Eliciting the main and sub-ideas of a long and complex text, deducing implicit ideas, distinguishing, interpreting, and analyzing them.","1. Extracting the main and sub-ideas from the text or a paragraph, and analyzing the read texts in terms of (chronological and spatial order, importance, comparison, contrast, general issue, and supporting evidence)."
Grade 9,English,Reading Comprehension,"9.2.1.1.2 Eliciting the main and sub-ideas of a long and complex text, deducing implicit ideas, distinguishing, interpreting, and analyzing them.","2. Extracting indirect information from the text, identifying its subject, inferring implicit ideas, and posing questions (explanatory, explanatory, inferential, analytical, or critical)."
Grade 9,English,Reading Comprehension,"9.2.1.1.2 Eliciting the main and sub-ideas of a long and complex text, deducing implicit ideas, distinguishing, interpreting, and analyzing them.","3. Identifying points of similarity and difference in the read text, and comparing two or more texts that deal with one issue or different issues, in terms of (the type of examples, the strength of the evidence, the language, and the style)."
Grade 9,English,Reading Comprehension,"9.2.1.1.2 Eliciting the main and sub-ideas of a long and complex text, deducing implicit ideas, distinguishing, interpreting, and analyzing them.","4. Distinguishing between facts, opinions, and direct and indirect expressions mentioned in one text or more."
Grade 9,English,Reading Comprehension,"9.2.1.1.2 Eliciting the main and sub-ideas of a long and complex text, deducing implicit ideas, distinguishing, interpreting, and analyzing them.","5. Interpreting the relationships and connections between the parts of one or more texts, inferring from the text some phenomena or events, linking and comparing them to real-life situations."
Grade 9,English,Reading Comprehension,"9.2.1.1.3 Evaluating, and criticizing the read text, expressing an opinion on the writer's point of view, values and attitudes, proposing alternatives, using means of persuasion and reasoning, summarizing it, and applying data of the text in different life situations.","1. Distinguishing between phrases, sentences, ideas and paragraphs of the read text, and identifying the use of specific structure for certain expressions and enriching the text with expressions of his/her own creation."
Grade 9,English,Reading Comprehension,"9.2.1.1.3 Evaluating, and criticizing the read text, expressing an opinion on the writer's point of view, values and attitudes, proposing alternatives, using means of persuasion and reasoning, summarizing it, and applying data of the text in different life situations.","2. Showing his/her point of view on the events, information or ideas contained in the text, and judging the credibility of the information contained in the texts from his/ her experiences."
Grade 9,English,Reading Comprehension,"9.2.1.1.3 Evaluating, and criticizing the read text, expressing an opinion on the writer's point of view, values and attitudes, proposing alternatives, using means of persuasion and reasoning, summarizing it, and applying data of the text in different life situations.","3. Expressing his/her opinion on the values and attitudes mentioned in the read text, explaining their impact on individual and society, linking them to his/her reality, and proposing alternatives and solutions."
Grade 9,English,Reading Comprehension,"9.2.1.1.3 Evaluating, and criticizing the read text, expressing an opinion on the writer's point of view, values and attitudes, proposing alternatives, using means of persuasion and reasoning, summarizing it, and applying data of the text in different life situations.","4. Deducing arguments and proofs from the text, evaluating opinions and viewpoints, and supporting reasoning with arguments and proofs from outside the text."
Grade 9,English,Reading Comprehension,"9.2.1.1.3 Evaluating, and criticizing the read text, expressing an opinion on the writer's point of view, values and attitudes, proposing alternatives, using means of persuasion and reasoning, summarizing it, and applying data of the text in different life situations.","5. Summarizing the text in short phrases, rephrasing it, and organizing its information and ideas in own style or using various graphic organizers."
Grade 9,English,Reading Comprehension,"9.2.1.1.3 Evaluating, and criticizing the read text, expressing an opinion on the writer's point of view, values and attitudes, proposing alternatives, using means of persuasion and reasoning, summarizing it, and applying data of the text in different life situations.","6. Providing examples of a problem from own experience that was mentioned in the read text, and using own data to solve individual, family, or community problems in scientific or creative ways."
Grade 9,English,Vocabulary Acquisition and Use of Verbal Semantics,"9.2.1.1.1 Inferring and classifying the semantics of vocabulary, through synonymy, antonymy, context, interpretation, definition, classification, representation, and using them in new contexts.","1. Inferring the meanings of vocabulary through employing previous experiences (synonymy, antonymy, context, interpretation, definition, classification, and representation)."
Grade 9,English,Vocabulary Acquisition and Use of Verbal Semantics,"9.2.1.1.1 Inferring and classifying the semantics of vocabulary, through synonymy, antonymy, context, interpretation, definition, classification, representation, and using them in new contexts.",2. Inferring the definitions of new terms mentioned in the read text.
Grade 9,English,Vocabulary Acquisition and Use of Verbal Semantics,"9.2.1.1.1 Inferring and classifying the semantics of vocabulary, through synonymy, antonymy, context, interpretation, definition, classification, representation, and using them in new contexts.",3. Classifying vocabulary and the relationship between them according to their meanings.
Grade 9,English,Vocabulary Acquisition and Use of Verbal Semantics,"9.2.1.1.1 Inferring and classifying the semantics of vocabulary, through synonymy, antonymy, context, interpretation, definition, classification, representation, and using them in new contexts.",4. Distinguishing between the different vocabulary words mentioned in the read text.
Grade 9,English,Vocabulary Acquisition and Use of Verbal Semantics,"9.2.1.1.1 Inferring and classifying the semantics of vocabulary, through synonymy, antonymy, context, interpretation, definition, classification, representation, and using them in new contexts.",5. Employing new vocabulary and vocabulary with diverse meanings in different reading contexts and situations to solve problems.
Grade 9,Math,Algebra and analysis,"9-4-2-1-1 Understanding arithmetic sequences and relationships, representing them graphically, distinguishing linear relationships, and solving mathematical problems including real-life applications.","1. Describing a function, determining its domain and range, writing its rule using two variables, and finding its values for given inputs from its domain."
Grade 9,Math,Algebra and analysis,"9-4-2-1-1 Understanding arithmetic sequences and relationships, representing them graphically, distinguishing linear relationships, and solving mathematical problems including real-life applications.",2. Expressing an arithmetic sequence as a linear function and representing it graphically.
Grade 9,Math,Algebra and analysis,"9-4-2-1-1 Understanding arithmetic sequences and relationships, representing them graphically, distinguishing linear relationships, and solving mathematical problems including real-life applications.","3. Distinguishing the relationship between two variables, defining its domain and range, and representing it through various means such as tables, ordered pairs, scatter plots, graphs, and equations, as well as converting between these representations."
Grade 9,Math,Algebra and analysis,"9-4-2-1-1 Understanding arithmetic sequences and relationships, representing them graphically, distinguishing linear relationships, and solving mathematical problems including real-life applications.",4. Finding rates of change in linear relationships and using constant change to identify linear relationships.
Grade 9,Math,Algebra and analysis,"9-4-2-1-2 Understanding functions, distinguishing linear and quadratic functions, identifying their properties, and representing them graphically.",2. Distinguishing linear functions and representing them graphically.
Grade 9,Math,Algebra and analysis,"9-4-2-1-2 Understanding functions, distinguishing linear and quadratic functions, identifying their properties, and representing them graphically.","3. Distinguishing quadratic functions (parabolas), representing its, finding their maximum and minimum values, domain and range, and their zeros algebraically and graphically."
Grade 9,Math,Algebra and analysis,"9-4-2-2-1 Writing algebraic expressions with rational coefficients, finding their values, performing arithmetic operations on them, and Distinguishing basic identities.","1. Writing algebraic expressions with rational coefficients and absolute values, positive and negative powers, and finding their values."
Grade 9,Math,Algebra and analysis,"9-4-2-2-1 Writing algebraic expressions with rational coefficients, finding their values, performing arithmetic operations on them, and Distinguishing basic identities.",2. Performing the four operations on algebraic expressions and simplifying them.
Grade 9,Math,Algebra and analysis,"9-4-2-2-1 Writing algebraic expressions with rational coefficients, finding their values, performing arithmetic operations on them, and Distinguishing basic identities.","3. Distinguishing the basic identities: the square of a sum of two terms, the square of a difference of two terms, and the product of the sum and difference of two terms, and using them."
Grade 9,Math,Algebra and analysis,"9-4-2-2-2 Factoring algebraic terms, algebraic expression, the quadratic algebraic expression into their factors, and writing them in simplest form.",1. Finding the greatest common factor of algebraic terms and factoring an algebraic term completely.
Grade 9,Math,Algebra and analysis,"9-4-2-2-2 Factoring algebraic terms, algebraic expression, the quadratic algebraic expression into their factors, and writing them in simplest form.","2. Factoring algebraic expressions by using the distributive property, grouping terms, and expressing them in their simplest form."
Grade 9,Math,Algebra and analysis,"9-4-2-2-2 Factoring algebraic terms, algebraic expression, the quadratic algebraic expression into their factors, and writing them in simplest form.","3. Distinguishing quadratic algebraic including perfect square trinomials, expressions of the form x + c, ax + bx + c, and the difference of two squares, and Factoring them into two factors."
Grade 9,Math,Algebra and analysis,"9-4-2-2-3 Writing linear and quadratic equations, solving them algebraically and graphically, and estimating their solutions from graph representations.","1. Writing and solving a system of two linear equations with two variables, both algebraically (by substitution or elimination) and graphically."
Grade 9,Math,Algebra and analysis,"9-4-2-2-3 Writing linear and quadratic equations, solving them algebraically and graphically, and estimating their solutions from graph representations.",2. Solving equations that include an absolute value on one side and representing their solutions graphically.
Grade 9,Math,Algebra and analysis,"9-4-2-2-3 Writing linear and quadratic equations, solving them algebraically and graphically, and estimating their solutions from graph representations.","3. Distinguishing linear equations with two variables, and finding ordered pairs that satisfy them using substitution."
Grade 9,Math,Algebra and analysis,"9-4-2-2-3 Writing linear and quadratic equations, solving them algebraically and graphically, and estimating their solutions from graph representations.","4. Estimating the solution of a quadratic equation from its graphical representations, and solving quadratic equations graphically and algebraically using factoring, the quadratic formula, or completing the square."
Grade 9,Math,Algebra and analysis,"9-4-2-2-4 Writing a system of two linear equations with two variables, and solving them algebraically and graphically.","1. Distinguishing inequalities, identifying linear and compound inequalities, and writing them."
Grade 9,Math,Algebra and analysis,"9-4-2-2-4 Writing a system of two linear equations with two variables, and solving them algebraically and graphically.","2. Solving a system of two linear equations with two variables graphically, and using graphical representations to distinguish between consistent and inconsistent systems, and between independent and dependent systems."
Grade 9,Math,Algebra and analysis,"9-4-2-2-5 Understanding inequalities, distinguishing linear inequalities and compound inequalities, writing and solving them, and representing their solutions on the number line.","2. Solving simple linear inequalities and inequalities that include parentheses, and representing their solutions on the number line."
Grade 9,Math,Algebra and analysis,"9-4-2-2-5 Understanding inequalities, distinguishing linear inequalities and compound inequalities, writing and solving them, and representing their solutions on the number line.","3. Solving compound inequalities and inequalities that include absolute value, and representing their solutions on the number line."
Grade 9,Math,Geometry and measurement,"9-4-3-1-1 Distinguishing the interior angles of polygons, and the relationships between angles formed by a transversal intersecting parallel lines, and using them to find unknown angle measures, and determining polygons that can form tessellations.","1. Distinguishing shapes that are symmetric about an axis, identifying axes of symmetry and shapes that have rotational symmetry about a point, and determining angles of rotation."
Grade 9,Math,Geometry and measurement,"9-4-3-1-1 Distinguishing the interior angles of polygons, and the relationships between angles formed by a transversal intersecting parallel lines, and using them to find unknown angle measures, and determining polygons that can form tessellations.","1. Distinguishing the sum of the interior angle measures of a polygon and using its to find the measure of an angle in a regular polygon or unknown angle measures, and determining polygons that can form tessellations."
Grade 9,Math,Geometry and measurement,"9-4-3-1-1 Distinguishing the interior angles of polygons, and the relationships between angles formed by a transversal intersecting parallel lines, and using them to find unknown angle measures, and determining polygons that can form tessellations.","2. Distinguishing pairs of angles formed when a transversal intersects two parallel lines (alternate interior and exterior angles, corresponding angles), identifying the relationships between them, and using them to find unknown angle measures."
Grade 9,Math,Geometry and measurement,"9-4-3-1-2 Distinguishing three- dimensional shapes from their nets and drawing them, identifying symmetry in geometric shapes and the properties of quadrilaterals, and using them to draw the shapes and find unknown measures.","1. Identifying the common properties of all triangles and the specific properties of certain types of triangles, and using them to draw triangles and find unknown angle measures."
Grade 9,Math,Geometry and measurement,"9-4-3-1-2 Distinguishing three- dimensional shapes from their nets and drawing them, identifying symmetry in geometric shapes and the properties of quadrilaterals, and using them to draw the shapes and find unknown measures.","2. Distinguishing the properties of quadrilaterals and the relationships among them, and using these properties to classify, draw, and find unknown measures."
Grade 9,Math,Geometry and measurement,"9-4-3-1-2 Distinguishing three- dimensional shapes from their nets and drawing them, identifying symmetry in geometric shapes and the properties of quadrilaterals, and using them to draw the shapes and find unknown measures.","3. Distinguishing three-dimensional geometric shapes (right triangular and right rectangular prisms, right triangular and right rectangular pyramids, cylinders, and cones) from their nets, and drawing a three-dimensional shape given its top, front, and side views."
Grade 9,Math,Geometry and measurement,"9-4-3-1-3 Distinguishing the properties of triangles and the relationship between the sides of a right triangle (the Pythagorean Theorem), using them to find unknown measures, and solving mathematical problems including real-life applications.","2. Distinguishing the relationship between the sides of a right triangle (the Pythagorean Theorem), using its to find the length of an unknown side, and using its converse to determine whether a triangle is a right triangle."
Grade 9,Math,Geometry and measurement,"9-4-3-1-4 Distinguishing the congruence and similarity of two polygons, using them to find unknown measures, and solving mathematical problems including real-life applications.","1. Distinguishing the basic trigonometric ratios (sine, cosine, and tangent) and finding them for an acute angle in a right triangle (manually and using a calculator), rounded to the nearest given place."
Grade 9,Math,Geometry and measurement,"9-4-3-1-4 Distinguishing the congruence and similarity of two polygons, using them to find unknown measures, and solving mathematical problems including real-life applications.",2. Distinguishing cases of triangle congruence and using them to prove the congruence of two triangles.
Grade 9,Math,Geometry and measurement,"9-4-3-1-4 Distinguishing the congruence and similarity of two polygons, using them to find unknown measures, and solving mathematical problems including real-life applications.",3. Distinguishing the similarity of two polygons and using its to identify similar polygons and find unknown measures.
Grade 9,Math,Geometry and measurement,"9-4-3-1-5 Distinguishing the basic trigonometric ratios of an acute angle and their inverses, finding each of them, and using them to solve right triangles.",1. Determining the locations of points in the coordinate plane (rational-number coordinates) by utilizing ordered pairs of rational numbers.
Grade 9,Math,Geometry and measurement,"9-4-3-1-5 Distinguishing the basic trigonometric ratios of an acute angle and their inverses, finding each of them, and using them to solve right triangles.",2. Distinguishing the inverse trigonometric ratios and using them to find the measure of an acute angle in a right triangle using a calculator.
Grade 9,Math,Geometry and measurement,"9-4-3-2-1 Determining the locations of points in the coordinate plane and plotting them, finding the distance between two points and the coordinates of the midpoint, and determining the slope of a line, writing its equation, and graphing it.","1. Distinguishing the type of transformation (reflection, translation, and rotation), and determining its elements."
Grade 9,Math,Geometry and measurement,"9-4-3-2-1 Determining the locations of points in the coordinate plane and plotting them, finding the distance between two points and the coordinates of the midpoint, and determining the slope of a line, writing its equation, and graphing it.","2. Finding the slope of a line from its graph and from two points on the line, and interpreting it algebraically and graphically."
Grade 9,Math,Geometry and measurement,"9-4-3-2-1 Determining the locations of points in the coordinate plane and plotting them, finding the distance between two points and the coordinates of the midpoint, and determining the slope of a line, writing its equation, and graphing it.","3. Distinguishing the equation of a line and writing its using the slope-intercept form, the point-slope form, and the standard form."
Grade 9,Math,Geometry and measurement,"9-4-3-2-1 Determining the locations of points in the coordinate plane and plotting them, finding the distance between two points and the coordinates of the midpoint, and determining the slope of a line, writing its equation, and graphing it.","4. Distinguishing the relationship between the slopes of two parallel or perpendicular lines, and using its to write the equation of a line parallel or perpendicular to a given line."
Grade 9,Math,Geometry and measurement,"9-4-3-2-1 Determining the locations of points in the coordinate plane and plotting them, finding the distance between two points and the coordinates of the midpoint, and determining the slope of a line, writing its equation, and graphing it.","5. Finding the distance between two points in the coordinate plane, and finding the coordinates of the midpoint."
Grade 9,Math,Geometry and measurement,"9-4-3-2-2 Determining the type of geometric transformation in the coordinate plane, and drawing the image resulting from these transformations.","1. Distinguishing the relationships between English units of length (inch, foot, yard, mile) and using them to convert between units."
Grade 9,Math,Geometry and measurement,"9-4-3-2-2 Determining the type of geometric transformation in the coordinate plane, and drawing the image resulting from these transformations.","2. Distinguishing dilation and determining its type, center, and scale factor."
Grade 9,Math,Geometry and measurement,"9-4-3-3-1 Distinguishing the relationships between the units of length, mass, and capacity, and using them to convert within these units and between English and metric measurement units.","2. Distinguishing the relationships between English units of mass (ounce, pound, and ton) and using them to convert between units."
Grade 9,Math,Geometry and measurement,"9-4-3-3-1 Distinguishing the relationships between the units of length, mass, and capacity, and using them to convert within these units and between English and metric measurement units.",3. Distinguishing the relationship between the two English units of capacity (cups and gallons) and using them to convert between units.
Grade 9,Math,Geometry and measurement,"9-4-3-3-1 Distinguishing the relationships between the units of length, mass, and capacity, and using them to convert within these units and between English and metric measurement units.","4. Distinguishing the relationships between English and metric units of length, mass, and capacitance, and using them to convert between units."
Grade 9,Math,Geometry and measurement,"9-4-3-3-2 Distinguishing the formulas for perimeter and area of two-dimensional shapes, using them to find perimeters and areas, and solving mathematical problems including real-life applications.","1. Distinguishing the formulas for the perimeter and area of a circle and a regular polygon, and using them to find each."
Grade 9,Math,Geometry and measurement,"9-4-3-3-2 Distinguishing the formulas for perimeter and area of two-dimensional shapes, using them to find perimeters and areas, and solving mathematical problems including real-life applications.","2. Distinguishing the relationship between the perimeters of similar shapes, and using its to find unknown measures."
Grade 9,Math,Geometry and measurement,"9-4-3-3-3 Distinguishing the formulas for volume and surface area of three- dimensional shapes, using them to find volume and surface area, and solving mathematical problems including real-life applications.","1. Describing survey studies and using them to collect and organize data, distinguishing random samples and their types, and classifying them."
Grade 9,Math,Geometry and measurement,"9-4-3-3-3 Distinguishing the formulas for volume and surface area of three- dimensional shapes, using them to find volume and surface area, and solving mathematical problems including real-life applications.","1. Distinguishing the volume formulas for right square pyramids, right triangular pyramids, cylinders, and cones, and using them to find their volumes and the volumes of composite solids."
Grade 9,Math,Geometry and measurement,"9-4-3-3-3 Distinguishing the formulas for volume and surface area of three- dimensional shapes, using them to find volume and surface area, and solving mathematical problems including real-life applications.","2. Distinguishing the surface area formulas for right square pyramids, right triangular pyramids, cylinders, and cones, and using them to find their surface areas."
Grade 9,Math,Numbers and operations,"9-4-1-1-1 Understanding integers and rational numbers, reading, writing, representing, comparing, and ordering them.","1. Distinguishing integers numbers, using them to represent opposite situations, reading and writing them, and representing them on the number line."
Grade 9,Math,Numbers and operations,"9-4-1-1-1 Understanding integers and rational numbers, reading, writing, representing, comparing, and ordering them.",2. Comparing integers numbers and ordering them in ascending and descending order.
Grade 9,Math,Numbers and operations,"9-4-1-1-1 Understanding integers and rational numbers, reading, writing, representing, comparing, and ordering them.",3. Finding the absolute value of an integer  number and representing it on the number line.
Grade 9,Math,Numbers and operations,"9-4-1-1-1 Understanding integers and rational numbers, reading, writing, representing, comparing, and ordering them.","4. Distinguishing between different forms of rational numbers, reading, writing, and representing them on a number line."
Grade 9,Math,Numbers and operations,"9-4-1-1-1 Understanding integers and rational numbers, reading, writing, representing, comparing, and ordering them.",5. Comparing rational numbers and ordering them in ascending and descending order.
Grade 9,Math,Numbers and operations,"9-4-1-1-2 Understanding real numbers, classifying, comparing, and  Ordering them.","1. Finding the square root of a number and approximating it to the nearest whole number or to the nearest decimal place, by using a calculator and without using one."
Grade 9,Math,Numbers and operations,"9-4-1-1-2 Understanding real numbers, classifying, comparing, and  Ordering them.","2. Distinguishing irrational numbers, ordering them in ascending and descending order, approximating them to rational numbers, and representing them on the number line."
Grade 9,Math,Numbers and operations,"9-4-1-1-2 Understanding real numbers, classifying, comparing, and  Ordering them.","3. Distinguishing real numbers and classifying them into whole numbers, integers, rational numbers, and irrational numbers."
Grade 9,Math,Numbers and operations,"9-4-1-1-2 Understanding real numbers, classifying, comparing, and  Ordering them.","4. Comparing integers, rational, and real numbers, and ordering them in ascending and descending order."
Grade 9,Math,Numbers and operations,"9-4-1-2-1 Finding the powers of rational numbers, and distinguishing  laws of exponent,  and using them to simplify numerical expressions,  Writing  and finding their values, writing numbers in scientific notation.","1. Finding the power of a rational number (with an integer exponent), distinguishing the laws of exponents, and using them to simplify numerical expressions."
Grade 9,Math,Numbers and operations,"9-4-1-2-1 Finding the powers of rational numbers, and distinguishing  laws of exponent,  and using them to simplify numerical expressions,  Writing  and finding their values, writing numbers in scientific notation.","2. Writing numerical expressions with rational numbers, including powers with integer exponents and parentheses, and finding their values by  using the order of operations."
Grade 9,Math,Numbers and operations,"9-4-1-2-1 Finding the powers of rational numbers, and distinguishing  laws of exponent,  and using them to simplify numerical expressions,  Writing  and finding their values, writing numbers in scientific notation.",3. Writing very large or very small numbers by using scientific notation and converting between scientific notation and standard form.
Grade 9,Math,Numbers and operations,"9-4-1-2-2 Performing the four operations on integers, rational numbers, and square roots, and using them to simplify the numerical expressions and solving mathematical problems including real-life applications.","1. Adding, subtracting, multiplying, and dividing integers numbers."
Grade 9,Math,Numbers and operations,"9-4-1-2-2 Performing the four operations on integers, rational numbers, and square roots, and using them to simplify the numerical expressions and solving mathematical problems including real-life applications.","2. Adding, subtracting, multiplying, and dividing rational numbers."
Grade 9,Math,Numbers and operations,"9-4-1-2-2 Performing the four operations on integers, rational numbers, and square roots, and using them to simplify the numerical expressions and solving mathematical problems including real-life applications.","3. Adding, subtracting, multiplying, and dividing square roots."
Grade 9,Math,Numbers and operations,"9-4-1-2-2 Performing the four operations on integers, rational numbers, and square roots, and using them to simplify the numerical expressions and solving mathematical problems including real-life applications.",4. Simplifying numerical expressions involving square roots using operations on square roots and rationalizing the denominator.
Grade 9,Math,Numbers and operations,"9-4-1-2-2 Performing the four operations on integers, rational numbers, and square roots, and using them to simplify the numerical expressions and solving mathematical problems including real-life applications.","5. Solving mathematical problems including real-life applications that require the four operations on integers and rational numbers, numerical expressions, and providing and explanation their solutions."
Grade 9,Math,Numbers and operations,"9-4-1-2-3 Finding the ratio, unit rate, percentage, estimating them, and distinguishing proportional relationships, solving proportions, and solving mathematical problems including real-life applications.","1. Distinguishing an arithmetic sequences, finding the nth term, and calculating any term in the sequence."
Grade 9,Math,Numbers and operations,"9-4-1-2-3 Finding the ratio, unit rate, percentage, estimating them, and distinguishing proportional relationships, solving proportions, and solving mathematical problems including real-life applications.","2. Distinguishing proportional and non-proportional relationships, formulating proportions, and solving"
Grade 9,Math,Numbers and operations,"9-4-1-2-3 Finding the ratio, unit rate, percentage, estimating them, and distinguishing proportional relationships, solving proportions, and solving mathematical problems including real-life applications.","3. Finding percentages of a number (including percentages greater than 100%) and estimating them using Proper fractions, compatible numbers, or rounding."
Grade 9,Math,Numbers and operations,"9-4-1-2-3 Finding the ratio, unit rate, percentage, estimating them, and distinguishing proportional relationships, solving proportions, and solving mathematical problems including real-life applications.","4. Distinguishing percentage, proportion, and using it to find one value when two of the following are known: percentage, whole, and part."
Grade 9,Math,Statistics and probabilities,"9-4-4-1-1 Understanding survey studies and using them to collect, organize, and represent data, reading and interpreting graphical representations, and using them for prediction and decision-making.","1. Finding measures of central tendency for a set of individual values, data organized in simple or grouped frequency tables, or data represented graphically, and using them to describe and interpret"
Grade 9,Math,Statistics and probabilities,"9-4-4-1-1 Understanding survey studies and using them to collect, organize, and represent data, reading and interpreting graphical representations, and using them for prediction and decision-making.",2. Comparing measures of central tendency for a set of values and determining the most appropriate measure to represent the data.
Grade 9,Math,Statistics and probabilities,"9-4-4-1-1 Understanding survey studies and using them to collect, organize, and represent data, reading and interpreting graphical representations, and using them for prediction and decision-making.","2. Representing data using stem-and-leaf plots, box-and-whisker plots, single and double bar graphs, and single and double histograms, comparing them, and selecting the most appropriate representation for given data."
Grade 9,Math,Statistics and probabilities,"9-4-4-2-1 Analyzing data by using measures of central tendency and measures of dispersion, interpreting, and comparing between them.","1. Distinguishing the sample space of a random experiment and writing its by using organized lists, tables, or tree diagrams."
Grade 9,Math,Statistics and probabilities,"9-4-4-2-1 Analyzing data by using measures of central tendency and measures of dispersion, interpreting, and comparing between them.","2. Finding the number of possible outcomes of an experiment using the Fundamental Counting Principle, permutations, and combinations, and calculating their probabilities, expressing them in words, Proper fractions, decimal fractions, or percentages."
Grade 9,Math,Statistics and probabilities,"9-4-4-2-1 Analyzing data by using measures of central tendency and measures of dispersion, interpreting, and comparing between them.","3. Finding measures of dispersion (range and interquartile range) and outliers, and using them to describe data."
Grade 9,Math,Statistics and probabilities,"9-4-4-2-1 Analyzing data by using measures of central tendency and measures of dispersion, interpreting, and comparing between them.","4. Distinguishing measures of dispersion (mean deviation, standard deviation, and variance) and finding them for a set of individual values."
Grade 9,Math,Statistics and probabilities,"9-4-4-3-1 Writing the sample space of a random experiment, finding the number of possible outcomes, distinguishing types of events, and calculating their probabilities.","3. Distinguishing types of events (simple and compound, mutually exclusive and non-mutually exclusive, complementary, independent and dependent) and calculating their probabilities."
Grade 9,Math,Statistics and probabilities,"9-4-4-3-1 Writing the sample space of a random experiment, finding the number of possible outcomes, distinguishing types of events, and calculating their probabilities.","4. Calculating theoretical and experimental probabilities of an event, comparing them, and using them for prediction."
Grade 9,Science,Earth and Space Sciences,"9-5-3-1-1 Describing some of the methods, techniques and tools used in exploring the","1. Explaining the means, techniques and tools used in space exploration and listing the most important space flights."
Grade 9,Science,Earth and Space Sciences,"9-5-3-1-1 Describing some of the methods, techniques and tools used in exploring the","2. Explaining one of the means of exploring the universe, illustrating its basic characteristics and its most prominent advantages."
Grade 9,Science,Earth and Space Sciences,"9-5-3-1-1 Describing some of the methods, techniques and tools used in exploring the","3. Organizing and analyzing the data and information available on the vastness and magnitude of the universe, on the number of galaxies, their cosmic distances and paths, to provide evidence for them."
Grade 9,Science,Earth and Space Sciences,"9-5-3-1-2 Analyzing information related to the movement of celestial bodies and their apparent and relative locations, and deducing the conditions prevailing in","1. Describing the changes resulting from the phenomenon of heat transfer, retention and their effects."
Grade 9,Science,Earth and Space Sciences,"9-5-3-1-2 Analyzing information related to the movement of celestial bodies and their apparent and relative locations, and deducing the conditions prevailing in",1. Describing the prevailing climatic conditions in some planets of the solar system.
Grade 9,Science,Earth and Space Sciences,"9-5-3-1-2 Analyzing information related to the movement of celestial bodies and their apparent and relative locations, and deducing the conditions prevailing in",2. Analyzing information related to the movement of celestial bodies across the sky to know their apparent and relative locations.
Grade 9,Science,Earth and Space Sciences,"9-5-3-2-1 Explaining the causes of climate change, its effects and associated",1. Determining the rates and locations of carbon in the Earth's layers and explaining the process by which it is cyclically transported.
Grade 9,Science,Earth and Space Sciences,"9-5-3-2-1 Explaining the causes of climate change, its effects and associated",2. Analyzing data to identify similarities and differences in temperatures in the surrounding area.
Grade 9,Science,Earth and Space Sciences,"9-5-3-2-1 Explaining the causes of climate change, its effects and associated",3. Providing evidence of the causes of climate change in some parts of the world and its future consequences.
Grade 9,Science,Earth and Space Sciences,"9-5-3-2-2 Understanding the importance of the carbon cycle, its geological utility and describing the phenomena associated",2. Describing the phenomena associated with the process of carbon transport through the earth's layers and various materials.
Grade 9,Science,Earth and Space Sciences,"9-5-3-2-2 Understanding the importance of the carbon cycle, its geological utility and describing the phenomena associated","3. Illustrating the role of organic carbon in the life of organisms after their death its importance, and usefulness."
Grade 9,Science,Earth and Space Sciences,9-5-3-2-3 Describing the natural cycles and identifying their causes and benefits.,1. Explaining how natural cycles occur in the local environment and determining their usefulness.
Grade 9,Science,Earth and Space Sciences,9-5-3-2-3 Describing the natural cycles and identifying their causes and benefits.,2. Analyzing information and data related to natural cycles and their effects on the environment
Grade 9,Science,Earth and Space Sciences,"9-5-3-2-4 Describing the types of rocks and minerals, their characteristics and","1. Determining the general and specific characteristics of rocks and minerals, and indicating their uses in his area."
Grade 9,Science,Earth and Space Sciences,"9-5-3-2-4 Describing the types of rocks and minerals, their characteristics and",2. Classifying minerals and providing examples for comparison to identify similarities and differences between them.
Grade 9,Science,Earth and Space Sciences,"9-5-3-2-5 Explaining the characteristics of different rocks, their classification methods, and the cycle of their change from one type to another.","1. Defining the concept of crack, listing the types of cracks (normal, reverse, lateral, or slip), and distinguishing each type by drawing."
Grade 9,Science,Earth and Space Sciences,"9-5-3-2-5 Explaining the characteristics of different rocks, their classification methods, and the cycle of their change from one type to another.",2. Comparing the types of metamorphic rocks to determine the similarities and differences in their characteristics.
Grade 9,Science,Earth and Space Sciences,"9-5-3-2-5 Explaining the characteristics of different rocks, their classification methods, and the cycle of their change from one type to another.","3. Explaining the characteristics of sedimentary rocks, the method of their formation, and the best way to classify them."
Grade 9,Science,Earth and Space Sciences,"9-5-3-2-5 Explaining the characteristics of different rocks, their classification methods, and the cycle of their change from one type to another.","4. Describes the rock cycle, the transformation of rocks from one type to another, and the processes and changes associated with it."
